Electrode,-26.585604843662416,113.09212472799295,19.345404740311732,Fp1
Electrode,2.7530186722095302,116.84891351667653,22.37037690532644,Fpz
Electrode,32.364464719216585,113.82868875421651,18.583843461632327,Fp2
Electrode,-51.33792657298918,96.37440922723128,16.608599652293567,AF7
Electrode,-30.90749936116757,103.60814467271162,42.86161058908083,AF3
Electrode,3.1495481102979865,108.22560338210593,54.108616103891904,AFz
Electrode,38.283491056928554,105.31282365659466,43.22186034843143,AF4
Electrode,57.01432127314664,96.89684330313302,14.894010166287048,AF8
Electrode,-67.54668515713126,73.3417158654897,-20.917966232457136,F9
Electrode,-65.88514872958315,69.54194529892294,13.420340295161564,F7
Electrode,-58.32856255648812,74.73285448829716,37.47777391597765,F5
Electrode,-44.97020551818019,79.54262030636235,58.13673443985085,F3
Electrode,-23.28942170463198,82.4744860834384,72.33187077169038,F1
Electrode,3.580579242890206,84.28347827486212,78.72204047142765,Fz
Electrode,30.74508333110895,82.89987528601733,72.31750588910683,F2
Electrode,52.37666179426083,79.87411821877119,57.343460915539325,F4
Electrode,65.20707734936299,75.44267718098071,36.13037189259314,F6
Electrode,72.09615121446012,71.1431155875109,11.735207301724971,F8
Electrode,70.46172006321615,73.59761976988445,-23.123661355496235,F10
Electrode,-74.62332649722015,43.512568532282,-25.00752848271414,FT9
Electrode,-74.71184808310173,40.22317275161484,10.544382717961824,FT7
Electrode,-68.82116040180263,43.91660519057792,40.38935272122507,FC5
Electrode,-54.00795596534622,47.61111049279922,66.84728062143147,FC3
Electrode,-29.346525704740905,50.14379959632049,86.19593888598655,FC1
Electrode,3.460301731467105,51.46062620807199,93.45060096075862,FCz
Electrode,36.38414896900798,50.43044370255922,85.77409359035781,FC2
Electrode,61.19872610280642,47.869816775255934,65.84686980510173,FC4
Electrode,75.92662506356656,44.74396965035138,39.498215384984874,FC6
Electrode,79.21956931232623,41.343596429801934,9.091354485704693,FT8
Electrode,79.82945231722942,44.53345804068438,-26.458694691025745,FT10
Electrode,-77.14186769111838,10.834539988471246,-29.351220454470543,T9
Electrode,-77.54063640033237,10.33326792552228,6.276042831388455,T7
Electrode,-76.95116280297144,11.790019433715733,38.224007401701286,C5
Electrode,-62.097137974448124,13.038457423790891,68.05644166478494,C3
Electrode,-34.92991005640672,13.764791426425834,90.97700231545197,C1
ReferenceElectrode,2.070751955286582,13.579925641962328,99.03553518735038,Cz
Electrode,39.83118930687011,13.496409120882074,90.36359613297218,C2
Electrode,66.80049727210755,12.839645710696466,66.99633586085821,C4
Electrode,80.92927184132091,12.069167686084306,38.02994655670676,C6
Electrode,81.24138029517188,11.260354900984426,5.691047703080584,T8
Electrode,79.79540285043171,11.168921900805778,-30.086227224864395,T10
Electrode,-82.47018174164975,-19.336846577385565,-31.32276971597155,TP9
Electrode,-79.1456241427148,-19.774731554221674,4.87834162680232,TP7
Electrode,-74.84210120559167,-21.343891295200038,37.32434066694153,CP5
Electrode,-61.93804530182644,-23.33902441064854,67.92086604539122,CP3
Electrode,-34.38099474597429,-26.334565196250107,89.1094422443049,CP1
Electrode,1.4047217770981777,-29.246969782995073,97.53287776274134,CPz
Electrode,38.03059142842658,-27.122729156765434,88.46772440143033,CP2
Electrode,64.40212282928313,-23.767487185724846,65.86525563087602,CP4
Electrode,76.53079877019292,-20.72973133809022,36.378664769994074,CP6
Electrode,80.9202265331131,-20.065136345033526,4.519402057793743,TP8
Electrode,83.11095947286404,-20.328737374631594,-31.618933659435015,TP10
Electrode,-67.4707763159767,-42.69907889527093,-28.387102170751177,P9
Electrode,-70.59288066200656,-47.72732494878209,4.853718005710285,P7
Electrode,-64.89559637764205,-51.42074935382103,30.53770408669887,P5
Electrode,-51.37796271781562,-55.16528437337215,53.264192544934126,P3
Electrode,-28.89598452972001,-60.65705118724709,69.8124693005948,P1
Electrode,0.13427371929256812,-64.06197614203586,76.3728514045609,Pz
Electrode,29.764678147310875,-60.880286901515035,69.49402304060106,P2
Electrode,52.51468119698033,-55.46597528300816,52.37351958268794,P4
Electrode,65.85382804008027,-51.37574246241103,29.849733105225543,P6
Electrode,68.56977778838005,-46.449707569902635,4.152703688140329,P8
Electrode,67.95880978106693,-43.14639105801886,-29.30555333006455,P10
Electrode,-52.91804543172593,-66.00515568567704,-28.19094657842107,PO9
Electrode,-53.58199603057299,-70.67135585595906,5.156780884204924,PO7
Electrode,-35.41297874392472,-78.26705382064432,33.06511742582416,PO3
Electrode,-0.3729111163594456,-82.21445478302569,43.406612009782464,POz
Electrode,34.4720110773808,-77.96238592294188,32.172333587696706,PO4
Electrode,51.81210361010736,-69.16189871066341,4.398228677217168,PO8
Electrode,51.60590485878426,-65.61118035813816,-29.16119480397702,PO10
Electrode,-29.957189076343234,-86.88798003967634,6.428959857764372,O1
Electrode,-0.9476220091638726,-91.74869214701492,8.96142810697856,Oz
Electrode,27.572976534000034,-85.74074689983686,5.474962433893826,O2
Electrode,-1.278742767130757,-87.48629747038149,-26.959272487171926,Iz
Electrode,-29.89261517760723,-81.37590053053536,-27.9086753116423,I1
Electrode,27.036569665959266,-80.69147226956261,-28.818252011342814,I2
Fiducial,2.405479821026462,113.79372885433126,-11.92714155384257,Nz
Fiducial,-1.278742767130757,-87.48629747038149,-26.959272487171926,Iz
Fiducial,-76.87869776334487,7.476731768261367,-29.68023622982339,LPA
Fiducial,79.72422197741204,7.272328664566654,-30.742701156947007,RPA
